sentence,entities,gt_relation,pred_relation,pred_edge,exec_time
The deterioration has been caused by an apparently endless recession.,"['deterioration', 'recession']",1,1,"('recession', 'deterioration')",00:00:09
"The scientific, yet understandable reasons of why the L*Bo Aid is so effective in eliminating and preventing elbow pain due to epicondylitis commonly referred to as ""Tennis Elbow"" and tendinitis.","['elbow pain', 'tendinitis']",1,1,"('tendinitis', 'elbow pain')",00:00:14
The process departs from an inspiration and idea generation phase based on challenges the company faces in the coming years.,"['process', 'inspiration']",1,1,"('inspiration', 'process')",00:00:12
The decline has been caused by the immigration of lower ability immigrants.,"['decline', 'immigration']",1,1,"('immigration', 'decline')",00:00:17
"Instead, criminal law is set out in a diverse range of statutes and court decisions.","['criminal law', 'range']",1,1,"('range', 'criminal law')",00:00:18
Infectious conjunctivitis is the most common cause of pinkeye around the world.,"['conjunctivitis', 'pinkeye']",0,0,"('conjunctivitis', 'pinkeye')",00:00:09
The singing comes from the substantial figure of Mole - Paul Smith in the normal world - who crams into his days a full-time job.,"['singing', 'figure']",1,1,"('figure', 'singing')",00:00:21
"The damage in Washington was so much less than the damage caused by the 1994 Northridge earthquake, despite that their magnitudes were so similar-- 6.8 vs. 6.7.","['damage', 'earthquake']",1,1,"('earthquake', 'damage')",00:00:21
"In early 2007 renewed a coal mining activity in the region triggered the earthquake, although earthquake activity has been present in the area at least since white settlement first occurred.","['activity', 'earthquake']",0,0,"('activity', 'earthquake')",00:00:11
"This bacteria causes skin infections, colds, or diarrhea.","['bacteria', 'diarrhea']",0,0,"('bacteria', 'diarrhea')",00:00:06
"Brushing the air with both hands and coughing from the dust, it settled on both vehicles.","['coughing', 'dust']",1,1,"('dust', 'coughing')",00:00:24
Anger leads to aggressions towards colleagues.,"['Anger', 'aggressions']",0,0,"('Anger', 'aggressions')",00:00:11
The former emission arose from the primary collisional excitation.,"['emission', 'excitation']",1,1,"('excitation', 'emission')",00:00:14
This sweet satisfaction was only troubled by the sorrow caused by the horrible attack on the person of a representative of the nation.,"['sorrow', 'attack']",1,1,"('attack', 'sorrow')",00:00:19
Many depression sufferers and their physicians revealed that insomnia was caused by depression.,"['insomnia', 'depression']",1,1,"('depression', 'insomnia')",00:00:11
The increased spending caused a strain on the state treasury as the Sultan was spending increasing amounts of time in the harem rather than leading the people.,"['spending', 'strain']",0,0,"('spending', 'strain')",00:00:13
My earliest research interest stemmed from an internship at Tall Timbers.,"['interest', 'internship']",1,1,"('internship', 'interest')",00:00:21
Here are some ways to avoid mindless eating and boost your weight loss from running.,"['loss', 'running']",1,1,"('running', 'loss')",00:00:16
The tides caused by the sun follow the exact same methods as those by the moon.,"['tides', 'sun']",1,1,"('sun', 'tides')",00:00:11
I forgot to shut the bathroom door before showering and the steam set off the smoke alarm on the wall between the bathroom and my bedroom.,"['steam', 'alarm']",0,0,"('steam', 'alarm')",00:00:12
Characteristics of a vacuum spark triggered by the transient hollowcathode discharge electron beam.,"['spark', 'beam']",1,1,"('beam', 'spark')",00:00:27
"Each year, many infants and toddlers die due to suffocation from breathing small objects into their breathing passages and lungs.","['suffocation', 'breathing']",1,1,"('breathing', 'suffocation')",00:00:14
"Aware of the suffering caused by the destruction of life, I am committed to cultivating compassion and learning ways to protect the lives of people, animals, plants, and minerals.","['suffering', 'destruction']",1,1,"('destruction', 'suffering')",00:00:12
"Even way back in the San Francisco earthquake, most of the damage was caused by fire after the earthquake.","['fire', 'earthquake']",1,1,"('earthquake', 'fire')",00:00:13
"Liver cancer caused by HBV virus is among the first three causes of death from cancer in men, and a major cause of cancer in women.","['cancer', 'virus']",1,1,"('virus', 'cancer')",00:00:09
"A common side effect of strict elimination after extended periods of use is headaches from caffeine withdrawal, which is also a clear sign of the addiction.","['headaches', 'caffeine withdrawal']",1,1,"('caffeine withdrawal', 'headaches')",00:00:12
The war resulted in other collateral imperial conquests as well.,"['war', 'conquests']",0,0,"('war', 'conquests')",00:00:13
The light that is currently reaching the Earth was generated in the sun approximately 100000 years ago.,"['light', 'sun']",1,1,"('sun', 'light')",00:00:12
The bounded applicability of the Perceptron arose from the linearity of its modifiable decision rule.,"['applicability', 'linearity']",1,1,"('linearity', 'applicability')",00:00:16
The shock wave was generated by an explosive made from RDX.,"['wave', 'explosive']",1,1,"('explosive', 'wave')",00:00:10
"In a literature review of 875 cases of Merkel cell carcinoma, the tumor was the cause of death in 34% of these patients.","['tumor', 'death']",0,0,"('tumor', 'death')",00:00:09
The instability grows from an perturbation whose initial amplitude is small.,"['instability', 'perturbation']",1,1,"('perturbation', 'instability')",00:00:09
"Both praise and blame cause concern, for they bring people hope and fear.","['praise', 'concern']",0,0,"('praise', 'concern')",00:00:14
A method of mitigating the effect of a market spike caused by the triggering and the election of a conditional order includes monitoring conditional orders.,"['spike', 'election']",1,1,"('election', 'spike')",00:00:13
The deaths of Israelis caused by terror are permanent and irreversible whereas the hardships faced by the Palestinians are temporary and reversible.,"['deaths', 'terror']",1,1,"('terror', 'deaths')",00:00:15
Job dissatisfaction is one of the main causes of stress and stress is one of the main causes of illness.,"['Job dissatisfaction', 'stress']",0,0,"('Job dissatisfaction', 'stress')",00:00:07
"The stroke, which was triggered by a bout of chicken pox, also weakened her arteries so much that doctors said she had the brain 'of an 80-year-old'.","['stroke', 'bout']",1,1,"('bout', 'stroke')",00:00:08
The delay in the progression of these applications has been caused by the original applicants.,"['delay', 'applicants']",1,1,"('applicants', 'delay')",00:00:15
Boslough and colleagues achieved fame more than a decade ago by accurately predicting that that the fireball caused by the intersection of the comet Shoemaker-Levy 9 with Jupiter is observable from Earth.,"['fireball', 'intersection']",1,1,"('intersection', 'fireball')",00:00:09
Here are reside meningococcal bacilli in the vaccine and it is accessible to bolt the ache or become a carrier of the ache from the vaccine.,"['ache', 'vaccine']",1,1,"('vaccine', 'ache')",00:00:12
Good breeding consists of concealing how much we think of ourselves and how little we think of the other person.,"['breeding', 'concealing']",0,0,"('breeding', 'concealing')",00:00:12
The bruises are caused by the attacker's fingertips pressing into the skin.,"['bruises', 'fingertips']",1,1,"('fingertips', 'bruises')",00:00:20
"Fog, rain, darkness, and or blowing snow lead to disorientation.","['Fog', 'disorientation']",0,0,"('Fog', 'disorientation')",00:00:13
"Fungal growth and aflatoxin contamination are caused by the following factors: warm temperature, high humidity and poor soil condition.","['contamination', 'humidity']",1,1,"('humidity', 'contamination')",00:00:14
The tides are caused by the gravitational force of the Moon.,"['tides', 'gravitational force']",1,1,"('gravitational force', 'tides')",00:00:12
Reducing the harm caused by the War on Drugs is a big task.,"['harm', 'War']",1,1,"('War', 'harm')",00:00:12
"When these fuels are burned, they create air pollution that contributes to global warming and causes smog, acid rain and respiratory disease.","['pollution', 'disease']",0,0,"('pollution', 'disease')",00:00:11
My friend got a rash from a mosquito bite and Westcort helped her but it left a scar so she also put on Mederma after the rash went away.,"['rash', 'bite']",1,1,"('bite', 'rash')",00:00:14
"These germs cause illnesses ranging from common ailments, like the cold and flu, to disabling.","['germs', 'flu']",0,0,"('germs', 'flu')",00:00:11
"The greatest impact of the tsunami was generally in an east-west direction, so the havoc caused by the tsunami along the southwestern shores of Sri Lanka was not as severe as along the eastern coast.","['havoc', 'tsunami']",1,1,"('tsunami', 'havoc')",00:00:18
Scleroderma is a disease of the body's connective tissue that causes thickening and hardening of the skin.,"['Scleroderma', 'hardening']",0,0,"('Scleroderma', 'hardening')",00:00:14
"The cramps are caused by the anxiety reaction but because the sufferer has high anxiety, they can be interpreted in other ways; fears grow and the anxiety worsens.","['cramps', 'anxiety reaction']",1,1,"('anxiety reaction', 'cramps')",00:00:15
"A fuel leak in one of the C-17s caused a delay on the morning of Nov. 7 as the crew was preparing for departure for Cairo, Egypt.","['fuel leak', 'delay']",0,0,"('fuel leak', 'delay')",00:00:11
Pinworm infestation is very rarely fatal; death and morbidity are from secondary infection.,"['Pinworm', 'infestation']",0,0,"('Pinworm', 'infestation')",00:00:15
"The drugs he sold had caused the overdose death of Matthew Lessard, 19, of Lowell.","['drugs', 'death']",0,0,"('drugs', 'death')",00:00:12
The jar from the fall had caused a subdural hematoma on the right front side of my brain that shows up in the CT.,"['jar', 'hematoma']",0,0,"('jar', 'hematoma')",00:00:12
Earthquakes are caused by the discharge of accumulated along geologic faults.,"['Earthquakes', 'discharge']",1,1,"('discharge', 'Earthquakes')",00:00:14
Oscillation of the lever caused by the swinging of the pendulum.,"['Oscillation', 'swinging']",1,1,"('swinging', 'Oscillation')",00:00:10
"Method according to claim 1, characterized in that the time duration of the quality reduction is limited at least to the duration of the interference triggered by the switching process.","['interference', 'process']",1,1,"('process', 'interference')",00:00:14
Student protests are turning into a Twitter revolution in Moldova.,"['protests', 'revolution']",0,0,"('protests', 'revolution')",00:00:11
"Nasal dryness causes nosebleeds, coughing, wheezing, and other short-term respiratory problems.","['dryness', 'coughing']",0,0,"('dryness', 'coughing')",00:00:17
"Colds and flu cause inflammation of the mucous membranes of the nose, throat and mouth.","['flu', 'inflammation']",0,0,"('flu', 'inflammation')",00:00:10
